imagename,vector
lost/0_0,"[[ 6.2830663e+00 -5.3317648e-01  3.3539875e+00  3.4863498e+00
   6.0335717e+00 -4.0915341e+00 -3.6379361e+00  1.4990817e+00
  -2.8775711e+00 -4.8554316e+00 -1.0558738e+01 -3.7310344e-01
  -1.0102389e+01 -1.2016813e+00  9.1215420e+00 -8.2811937e+00
  -9.4836444e-02 -2.2049701e+00  3.6584306e+00  6.0806108e-01
   1.9621904e+00  4.4697800e+00 -3.5048182e+00  1.5531080e+00
   2.7334847e+00  1.1358469e+00  1.4677063e+01 -3.8119599e-01
   3.7629893e+00 -8.0600061e+00  4.1812390e-01  3.1925139e+00
   3.4252574e+00  2.3003435e+00  5.6176529e+00  3.6540517e-01
  -9.1503010e+00  5.8447666e+00 -4.9009938e+00  3.4361501e+00
  -8.6632645e-01  1.9703637e+00  6.6209096e-01 -1.2335052e+01
  -2.5330174e+00 -7.7987075e+00  2.8181698e+00 -2.9206437e-01
  -8.3166838e+00  2.3758922e+00  1.0257523e+01  1.0440401e+01
   9.0135593e+00  5.3983965e+00 -1.7892108e+00 -3.4990659e+00
   4.5407653e+00  9.7108974e+00 -1.2253128e-01  2.7088456e+00
  -2.2166984e+00 -7.2521701e+00  9.1930513e+00 -5.5540347e+00
   4.4695010e+00  4.0919509e+00  3.4167082e+00 -1.0687642e-02
   2.8324556e+00 -6.2693348e+00  5.3132639e+00 -5.0753531e+00
  -3.5294690e+00 -2.1464252e+00 -2.8694016e-01  6.9195414e+00
   8.3253441e+00 -2.7704306e+00 -1.9492594e+00  9.1940126e+00
   4.0809989e+00  7.7817445e+00  2.7818081e+00 -2.5534215e+00
  -2.7237970e-01 -1.3532872e+00  2.8853106e+00 -7.3533660e-01
   1.4778270e+00  9.9529600e+00 -1.4568634e+00  5.7568598e+00
   2.7142694e+00 -8.3799686e+00 -4.1630139e+00 -1.0663096e+00
  -7.5674644e+00  2.2087960e+00 -8.2139940e+00 -1.1112901e+01
   1.8359964e+00 -5.0377502e+00  9.3605357e-01 -5.2086000e+00
   7.0951796e+00  8.9979811e+00  1.0967154e+01  3.9921002e+00
   2.9408648e+00 -4.1399956e+00 -1.8213695e+00 -5.6554456e+00
  -4.2615595e+00  1.1158384e+00  3.0699980e+00  3.4783726e+00
   9.7260848e-02 -2.0303323e+00  8.7972134e-02  2.3299918e+00
  -1.2316437e+01  1.0112535e+00  2.6156685e+00  5.5520290e-01
  -4.9000492e+00 -1.5571465e+00 -1.6814500e+00 -1.1029954e+01
  -1.5586926e+00  2.0977824e+00  4.3507436e-01  5.3680458e+00
   6.8139544e+00 -1.2334328e+01 -4.7501268e+00  1.4787093e+00
   1.6950948e+00  1.9565918e+00 -2.5598702e+00 -1.0324919e+01
   8.2237015e+00  1.8182504e-01 -1.9703250e+00  2.5048196e+00
  -3.2432866e+00  2.1434512e+00 -2.9021382e+00 -2.0480068e+00
  -2.4933483e-01 -4.6208364e-01 -2.9839134e+00  3.9085622e+00
  -1.0307702e+01  2.4395070e+00 -5.2612047e+00  1.2482153e+00
   6.8538432e+00  1.8047912e+00  2.3461728e+00  1.2192309e+00
   4.0669694e+00 -4.2246085e-01  4.8655992e+00 -4.6329637e+00
   5.9863800e-01  2.3692348e+00 -9.6163626e+00  2.7296956e+00
   3.6908761e-01  1.9683400e+00 -2.6350350e+00 -6.9998074e+00
  -4.0063081e+00 -1.1900133e+01 -2.1288493e+00 -5.0503817e+00
  -5.0379658e+00 -1.5073399e+01 -4.5930624e+00 -1.0603949e+00
  -5.9150782e+00  4.8334227e+00 -3.3067770e+00 -4.2799287e+00
  -8.5019588e-01 -2.6151353e-01 -8.0433140e+00 -1.9105818e+00
  -1.3492633e+00  1.1054659e+01 -2.7984912e+00  2.9870734e+00
   1.3624829e+00  7.2032089e+00 -1.2646836e+00  3.6540551e+00
   3.7805264e+00 -3.7224057e+00 -2.3819222e+00 -2.4344637e+00
  -7.0996243e-01 -4.9195833e+00 -3.3865275e+00  9.3924360e+00
  -2.8799980e+00 -9.2260609e+00  5.6103563e-01  1.1389928e+00
  -1.0170320e+01  9.6153698e+00 -1.0686017e+00 -2.0333333e+00
  -8.7642317e+00  4.9568671e-01 -7.0890522e+00 -2.1910350e+00
   1.4999222e+00  8.2587996e+00 -2.9660227e+00  4.6864643e+00
  -6.6241584e+00 -2.3021698e+00 -2.0894523e+00  2.0873678e+00
   4.4327962e-01  7.0524234e-01  4.6470687e-01  3.3335644e-01
  -1.9671113e+00 -6.0618412e-01  8.7799311e+00 -3.1721539e+00
   8.5253315e+00 -5.1137176e+00  3.2348673e+00 -4.3628178e+00
  -3.4057593e+00 -8.5942870e-01 -3.0871123e-01 -6.4770513e+00
  -2.0176635e+00 -1.3490959e+01 -1.0500646e+00  4.1980617e-02
   6.6814885e+00  4.9135442e+00 -3.0275078e+00 -9.0514412e+00
   1.3222818e-01 -6.8961201e+00  3.9315763e+00  4.2511187e+00
   2.7871111e-01  1.4756459e+00 -1.9019046e+00 -1.6295187e+00
   1.2501860e+00  5.4675984e+00 -2.7955658e+00 -1.7268789e-01
   7.0130620e+00  7.8150982e-01  2.4230564e+00 -4.9666991e+00
  -2.0994909e+00  4.4194803e+00  1.4779569e+00  4.3643584e+00
   2.0901251e-01  1.4855149e+01 -5.2343941e+00  3.3107753e+00
  -5.1937757e+00 -1.0506787e+01  6.2570959e-01 -1.2778263e+00
  -6.4091644e+00 -1.4790726e+00 -3.8852406e+00  7.0695925e+00
  -2.6101174e+00 -2.0576868e+00 -2.9728284e+00 -2.2890520e+00
  -8.0621510e+00  2.6786680e+00  3.2735503e+00 -1.7669165e+00
   8.8522625e-01 -4.9595165e+00  5.6779307e-01 -1.2460856e+00
   1.0694250e+01 -1.4512211e+01 -2.6521420e+00  1.3368471e+00
   5.6017084e+00  4.8113904e+00  1.8015599e+00  2.6709771e+00
   3.2107570e+00 -7.3477602e+00 -3.8682289e+00 -2.6474327e-01
  -1.4127141e+00 -1.1875728e+01 -1.8602290e+00  6.0376759e+00
  -9.1760045e-01 -1.3254312e+00 -4.1793351e+00  2.5169630e+00
  -2.9593303e+00  8.8271999e+00 -3.1674709e+00  6.7549782e+00
   1.9141573e+00 -3.7974677e+00  9.9201524e-01  2.9342184e+00
   8.8571835e+00  5.3211600e-01  4.1698470e+00  5.5611420e-01
   3.1795986e+00 -5.0581117e+00  1.3397825e+00  1.3386877e+00
   5.2880311e-01  8.6977797e+00 -2.6628366e+00  9.1786871e+00
   5.3203325e+00  3.9716110e-01 -2.4240804e+00 -1.0651835e+00
  -5.8100805e+00 -2.2637908e+00  1.2888749e+00  2.5941485e-01
  -5.4522233e+00  7.1168482e-01 -8.5494156e+00 -2.4356921e+00
   4.9096055e+00 -1.7178594e+00  7.7622110e-01  7.2130179e+00
   3.1895700e+00 -4.6389303e+00 -5.5817513e+00  9.3666905e-01
  -4.2386947e+00 -4.6027565e+00 -7.4774637e+00  5.2391472e+00
  -1.5753894e+00  1.9634552e+00 -7.3444009e-01  1.2054774e+01
   6.1367273e+00  2.5912499e+00 -1.8336152e+00  3.2595894e+00
  -4.9370880e+00  1.2264037e+00  1.3872945e+00 -3.2383499e-01
   1.3276088e+01 -5.5948800e-01 -6.4063649e+00  5.7979054e+00
   2.0290402e-01  1.1991142e+00  8.0183965e-01  5.0214534e+00
  -5.9802074e+00 -2.3508711e+00  1.8624202e+00 -2.2094961e-02
  -4.4142909e+00  3.4704905e+00 -6.0719819e+00 -9.5960865e+00
  -9.5375007e-01  7.9775405e-01  1.7936080e+00 -4.4686347e-01
   3.6863685e+00 -1.8812997e+00 -1.0184063e+01  3.2068884e+00
  -1.1690615e+00 -4.0169411e+00  2.9627967e+00 -1.7012103e+00
  -6.5657430e+00  5.9927688e+00  4.5212908e+00  5.3751149e+00
  -4.5063834e+00 -1.6379530e+00 -4.0629511e+00 -9.5872450e+00
  -5.7091002e+00 -2.9565983e-02  1.1908344e+00 -6.0879889e+00
   1.9477373e+00 -2.4993918e+00  1.4002730e+00 -2.2509294e+00
  -1.0432130e-01 -2.2527161e+00 -9.0282984e+00 -8.1315321e-01
  -1.0697575e+01 -5.8445940e+00 -5.7277827e+00 -2.8163540e-01
   1.4334131e+00  6.9382401e+00  3.5489657e+00  9.4828129e+00
  -1.9475353e+00 -1.1225415e+01 -9.0843487e+00  4.3014674e+00
   5.5508342e+00 -5.3824425e+00 -4.9469256e+00 -6.3548079e+00
   3.4575796e+00 -6.0377746e+00 -1.0840504e+01 -1.0960144e+01
  -4.9197907e+00 -4.1082959e+00  2.4593303e+00 -1.7463138e+00
   5.9020263e-01 -7.5109510e+00  2.5125113e+00 -3.0187676e+00
  -1.8794038e+00  3.6747079e+00  8.0646205e-01  5.4156651e+00
  -6.2237248e+00  2.0965827e-01 -2.8132394e-01  3.0661573e+00
  -4.7050953e+00 -6.3738365e+00 -3.6527842e-02  3.2555254e+00
   2.2304235e+00  2.9789612e+00  3.1117315e+00  6.6012492e+00
  -2.5555542e+00 -5.4392071e+00 -2.4250140e+00  2.1002239e-01
   1.5139004e+00 -2.4498096e+00 -4.2644003e-01  2.1135716e+00
  -1.1581271e+00  4.4052024e+00 -4.7936454e+00  2.3866138e+00
  -1.1575881e+00  3.8326662e+00 -2.7366300e+00  5.1193271e+00
   3.7265301e+00 -2.3323429e+00 -2.1277139e+00 -4.1777225e+00
   4.5797949e+00  2.9074430e-01  5.0406189e+00 -4.6968613e+00
   7.5085411e+00 -3.0070713e+00  3.9657414e+00 -6.9051993e-01
   4.5983183e-01  5.8157835e+00 -3.3841271e+00  2.2435958e+00
   6.6309204e+00  8.0058968e-01 -2.9353156e+00 -5.8206952e-01
   4.3724647e+00 -2.6260076e+00 -1.3031404e+00  3.3099458e+00
   7.8279197e-02  2.0114183e+00 -7.6898451e+00  7.9530897e+00
   5.0791645e+00 -8.0845175e+00  3.4642832e+00 -4.6035295e+00
  -7.0892334e+00  3.0570858e+00  4.4121284e+00 -4.6927061e+00]]"
lost/0_1,"[[ 4.29581308e+00 -7.68747866e-01  4.55562162e+00  3.31732249e+00
   5.86547327e+00 -5.03319788e+00 -6.19377732e-01  1.29099476e+00
  -1.40605223e+00 -4.63961172e+00 -9.85555363e+00 -4.76525927e+00
  -1.03046618e+01 -1.42667186e+00  6.70265961e+00 -4.28824568e+00
  -1.46262717e+00 -2.35987616e+00  2.19360185e+00  2.16798186e+00
  -1.96887255e-01  3.81754017e+00 -5.74031162e+00 -7.97161281e-01
   2.23726726e+00 -7.70179749e-01  1.06604977e+01 -8.83868396e-01
   3.62514043e+00 -8.89290333e+00 -2.25355482e+00  5.04751921e+00
   1.89613450e+00  2.01875043e+00  4.93428087e+00  2.86354876e+00
  -6.33703518e+00  3.79404807e+00 -2.88947916e+00  2.95798516e+00
   6.21715069e-01  3.79193211e+00  1.57963598e+00 -1.22927856e+01
   5.38787901e-01 -5.19816256e+00  2.04182696e+00 -2.24706912e+00
  -3.36722207e+00  2.33552527e+00  1.11415501e+01  6.56175852e+00
   6.49301100e+00  6.02422142e+00 -2.26711822e+00 -4.16245890e+00
   3.75596094e+00  6.71580696e+00  5.48200190e-01  5.30939281e-01
  -2.19433880e+00 -1.16441040e+01  9.47083664e+00 -4.14098740e+00
   6.55112922e-01  3.56546450e+00  2.20840502e+00  2.41442585e+00
   1.24564683e+00 -7.21313572e+00  2.38918304e+00 -7.51556396e+00
  -6.81878090e-01 -2.93888402e+00  1.51936356e-02  4.33315945e+00
   9.38242626e+00  1.40312815e+00 -2.50073385e+00  6.38892221e+00
   3.36094642e+00  7.83219147e+00  4.71095353e-01 -3.42163515e+00
   6.43437684e-01  2.31369948e+00  3.52632022e+00 -3.39988446e+00
   2.19104481e+00  1.19551764e+01 -2.36525536e+00  5.25163031e+00
   2.31501842e+00 -8.07595348e+00 -5.79893923e+00 -3.89297485e-01
  -5.63719273e+00  2.80191970e+00 -7.43563986e+00 -1.04612265e+01
   5.01386285e-01 -3.55197120e+00  6.68119729e-01 -6.46569252e+00
   5.57248878e+00  3.36143208e+00  1.17274342e+01  3.06252432e+00
   2.06141829e+00 -3.68791294e+00 -2.66325760e+00 -7.06020164e+00
   9.04263973e-01  1.81917632e+00  2.13175225e+00  2.82772255e+00
  -1.45841622e+00 -2.78745198e+00  6.26328528e-01  2.38906980e-01
  -1.04715834e+01 -1.03273427e+00  3.12211537e+00  2.62950063e+00
  -1.78802562e+00 -4.45490360e+00  3.17854524e-01 -8.79979897e+00
  -1.70924532e+00  3.92876554e+00  1.38454223e+00  2.37485194e+00
   2.29217505e+00 -9.01646042e+00 -5.40370271e-02  2.52726841e+00
   4.55570459e+00  1.66145682e+00 -3.24049139e+00 -7.78019714e+00
   9.84590244e+00 -8.00777018e-01 -3.47151732e+00  3.11504316e+00
  -2.90276718e+00  2.60862064e+00 -9.53136504e-01 -2.82892466e-01
  -8.62437248e-01  1.13269389e-02 -1.34255016e+00  4.36873627e+00
  -9.71475124e+00 -1.04939461e+00 -5.40878153e+00  3.61230421e+00
   6.44980860e+00  1.62391269e+00  1.64329529e+00  3.64691448e+00
   1.36748302e+00 -1.50468981e+00  3.60037208e+00 -7.39061260e+00
  -3.14768624e+00 -7.87357748e-01 -8.49194431e+00  2.76227450e+00
   3.19274855e+00  1.35471418e-01 -2.67704487e+00 -6.34881496e+00
  -1.99506354e+00 -9.51845932e+00  9.77213979e-01 -2.90353394e+00
  -5.12955093e+00 -1.42696543e+01 -2.80373383e+00 -1.60359895e+00
  -4.60258865e+00  7.58113623e+00 -3.19723678e+00 -4.32688713e+00
  -1.84877563e+00  1.10143259e-01 -6.75380039e+00 -4.79744005e+00
  -5.30803263e-01  1.12543879e+01 -2.25369811e+00  4.42391443e+00
  -1.43027556e+00  9.16111851e+00  1.04546750e+00  2.44638038e+00
  -1.29888082e+00 -3.98024678e+00 -1.52269340e+00 -5.20593309e+00
  -3.30206633e+00 -4.25493574e+00 -2.82986522e+00  1.06392574e+01
  -2.53159094e+00 -9.41278839e+00  1.86505282e+00  3.59196043e+00
  -7.48878765e+00  8.74175835e+00 -6.94518924e-01 -3.63664126e+00
  -5.28361797e+00 -2.05424738e+00 -6.40315247e+00 -1.19403079e-01
  -1.54357851e-01  5.83864546e+00 -2.30096793e+00  5.16168642e+00
  -3.67147803e-01  5.09157896e-01 -1.52508104e+00  3.57352018e+00
  -7.74757922e-01  2.11035061e+00  9.51202095e-01  1.28732693e+00
  -9.57572520e-01  2.60327482e+00  6.11563921e+00 -4.64167070e+00
   5.65734959e+00 -9.85415876e-01  1.63426876e+00 -4.48324776e+00
  -3.42183805e+00 -3.75173402e+00  4.82447714e-01 -2.00712681e+00
  -2.37515974e+00 -1.13487768e+01 -2.56955886e+00 -7.33388305e-01
   4.03708696e+00 -1.15315072e-01 -6.19188595e+00 -1.06307669e+01
   2.49196029e+00 -6.66354609e+00  4.27824640e+00  4.87600183e+00
  -3.19114375e+00 -2.37582850e+00 -2.03319001e+00  4.00263406e-02
  -1.12885249e+00  2.43551612e+00 -4.73628330e+00 -7.42179334e-01
   3.47809124e+00  3.77785873e+00  1.26145720e+00 -1.90067244e+00
   1.15869954e-01  5.18906689e+00  5.17353892e-01  1.57745719e+00
  -1.80385076e-03  1.11644163e+01 -7.79470539e+00  2.40622687e+00
  -5.54877901e+00 -9.08852577e+00  1.71876395e+00 -1.50470161e+00
  -6.69533777e+00 -1.14446473e+00 -3.22941232e+00  9.65734577e+00
  -4.49474955e+00  2.13343549e+00  4.14519608e-01  3.50374430e-01
  -6.14229012e+00  2.22648668e+00  3.50933480e+00  1.71036291e+00
   2.04985285e+00 -2.40146685e+00 -2.01595411e-01  1.66962314e+00
   8.31764126e+00 -1.32210178e+01  3.47663313e-01  3.07148266e+00
   4.58535624e+00  5.71906519e+00 -7.70005107e-01  4.95687388e-02
  -2.34564805e+00 -3.38049054e+00 -5.52387094e+00  6.79454207e-01
  -4.01249170e+00 -8.21583748e+00  1.11578032e-01  4.52386570e+00
   1.47864234e+00 -2.22771811e+00 -4.75608730e+00  2.06141901e+00
  -4.84381819e+00  3.89908576e+00 -3.49427843e+00  3.49641085e+00
   4.45692158e+00 -3.03383088e+00  3.12907791e+00  1.93134904e+00
   6.40565777e+00  2.37922955e+00  7.17886257e+00 -1.25965512e+00
   4.92282867e+00 -5.59383774e+00 -1.46115375e+00  3.51479739e-01
  -3.09604454e+00  5.15682983e+00 -6.40563202e+00  7.65872002e+00
   8.82211685e+00 -1.69799209e+00 -2.04393387e+00  1.02106965e+00
  -2.78592825e+00 -1.43712580e+00  2.77190423e+00 -4.10671473e+00
  -7.02058935e+00  3.31300879e+00 -7.52080584e+00 -2.60980868e+00
   3.39586496e+00  5.80446780e-01  1.18404377e+00  5.17300272e+00
   2.68308669e-01 -4.04547787e+00 -3.00186300e+00  1.93943381e+00
  -3.29909277e+00 -3.46161985e+00 -5.41459417e+00 -8.92480239e-02
  -4.10981083e+00  2.77917337e+00 -1.27300918e+00  8.88296890e+00
   7.43900347e+00  8.68834913e-01  2.41341686e+00  4.67506409e+00
  -2.15476322e+00 -9.87729788e-01  1.31451702e+00 -8.43490303e-01
   1.05173073e+01 -1.68899274e+00 -5.40346050e+00  4.35102367e+00
  -2.01271391e+00  5.27022362e-01 -3.13898706e+00  4.65121078e+00
  -4.97667170e+00 -1.15232050e+00  1.06407773e+00  1.11603844e+00
  -4.54749012e+00  3.43074942e+00 -4.94669151e+00 -7.66543913e+00
  -1.17710638e+00  1.92074156e+00 -2.04117775e+00  2.26059794e+00
   2.06355691e+00 -1.21657729e+00 -7.18696117e+00  1.32998228e+00
  -1.20361686e+00 -3.84242988e+00  1.20135331e+00 -2.61271930e+00
  -4.93803501e+00  1.74100459e+00  2.51657367e+00  4.04466248e+00
  -3.81151342e+00 -6.52907467e+00 -9.00706387e+00 -8.53872108e+00
  -1.77325797e+00  1.66895604e+00 -1.35089290e+00 -5.14166784e+00
   3.82192206e+00 -3.00653005e+00  9.36498284e-01 -1.96130860e+00
  -9.51758146e-01 -4.85383558e+00 -6.83869934e+00  6.82169735e-01
  -1.20518169e+01 -6.49257851e+00 -6.13420868e+00  2.71365309e+00
   9.52870399e-02  4.76517725e+00  5.78825235e+00  4.61330175e+00
  -2.86187887e+00 -8.35868645e+00 -7.05016851e+00  1.28786325e+00
   2.31502962e+00 -3.62745309e+00 -4.31217384e+00 -6.87201691e+00
   3.73302531e+00 -5.58965921e+00 -7.17178440e+00 -9.50425911e+00
  -3.54208565e+00 -4.85821295e+00  1.70715082e+00 -1.96928513e+00
   4.55908209e-01 -4.81695557e+00  1.87720144e+00 -2.82797885e+00
  -2.46522570e+00  1.34079289e+00  2.24432492e+00  4.44302082e+00
  -2.67181230e+00 -2.22430587e+00  6.77511394e-01 -9.65910852e-01
  -5.62943745e+00 -4.10246468e+00  7.29639232e-01  3.39379740e+00
   3.44066811e+00  6.45728260e-02  1.42929471e+00  5.23527527e+00
  -1.87496018e+00 -4.23075104e+00 -9.30805206e-01  3.69845778e-01
  -2.38815141e+00  1.13870132e+00  2.49112916e+00  7.59130657e-01
  -7.85122991e-01  4.46718121e+00 -6.51251888e+00  1.41855192e+00
  -5.32194948e+00  4.98731995e+00  2.04546738e+00  5.72909498e+00
   1.23035741e+00  1.57049060e-01 -1.69320571e+00 -3.41748691e+00
   3.39867830e+00  9.28774238e-01  2.65974593e+00 -5.10386515e+00
   6.20650053e+00 -4.44664907e+00  6.65676451e+00 -7.65827969e-02
  -3.89098287e-01  6.86649275e+00 -2.26245713e+00  1.72011638e+00
   6.88610554e+00 -5.74455261e-01 -5.81596136e+00  1.74920142e+00
   2.48617697e+00 -7.77219057e-01  1.82516432e+00  2.97219372e+00
   1.27581191e+00  1.96401626e-01 -5.87625790e+00  7.17342186e+00
   5.55099297e+00 -6.88785410e+00  3.38195801e+00 -7.46151114e+00
  -4.78147697e+00 -1.41332352e+00  1.26425350e+00  1.46398082e-01]]"
